Scheme,Category,CAGR% 6 Months,CAGR% 1 Year,CAGR% 3 Year,Exp. Ratio(%),6M_Score,1Y_Score,3Y_Score,Performance_Score,Cost_Score,Return_Std,Consistency_Score,Overall_Score,Category_Avg_3Y,3Y_vs_Category,Overall_Rank,Category_Rank,Type,Benchmark,Min. Invest(Rs.),SIP Min. Inv.(Rs.)
IDBI ST Bond(G),Debt - Short Duration Fund,5.24,3.32,7.76,0.75,63.54457572502685,25.377487989018533,44.47200566973777,42.55816437657981,75.86206896551724,19.08354491973546,66.94633061049525,56.98118208229303,5.2086538461538465,2.5513461538461533,420,4,Open ended,NULL,5000.0,1000.0
IDBI ST Bond(M-IDCW),Debt - Short Duration Fund,5.24,3.32,7.76,0.75,63.54457572502685,25.377487989018533,44.47200566973777,42.55816437657981,75.86206896551724,19.08354491973546,66.94633061049525,56.98118208229303,5.2086538461538465,2.5513461538461533,420,4,Open ended,NULL,5000.0,1000.0
IDBI ST Bond(W-IDCW),Debt - Short Duration Fund,5.24,3.32,7.76,0.75,63.54457572502685,25.377487989018533,44.47200566973777,42.55816437657981,75.86206896551724,19.08354491973546,66.94633061049525,56.98118208229303,5.2086538461538465,2.5513461538461533,420,4,Open ended,NULL,5000.0,1000.0
IIFL Dynamic Bond Fund-Reg(M-IDCW),Debt - Dynamic Bond,3.7,2.92,5.32,0.52,60.236305048335126,24.691146190803025,35.82565556343019,37.36743264862302,84.67432950191571,18.181104776897747,68.50940278867989,56.97964939696041,4.625,0.6950000000000003,423,4,Open ended,CRISIL Dynamic Debt Index,10000.0,1000.0
Canara Rob Flexi Cap Fund-Reg(IDCW),Equity - Flexi Cap Fund,-1.59,13.92,11.93,1.77,48.87218045112782,43.565545641729585,59.248759744861786,52.46847965517533,36.7816091954023,7.977018819126085,86.18339811234053,56.97549165452337,10.461,1.4689999999999994,424,11,Open ended,S&P BSE 500 - TRI,5000.0,1000.0
Sundaram Banking & PSU Debt Fund(W-IDCW),Debt - Banking and PSU Fund,4.63,3.15,4.26,0.38,62.234156820622985,25.085792724776944,32.069454287739184,36.007296325427276,90.03831417624522,19.742854246203045,65.80437335914937,56.964320046562285,4.9189795918367345,-0.6589795918367347,425,4,Open ended,NIFTY Banking and PSU Debt Index,5000.0,1000.0
HSBC Managed Solutions India-Growth(G),FoFs (Domestic) - Equity Oriented,0.99,12.7,8.64,1.56,54.41460794844253,41.472203157172274,47.59036144578313,47.119763259731755,44.827586206896555,6.474411723014584,88.78598994661918,56.963275668244805,9.208461538461538,-0.5684615384615377,426,8,Open ended,S&P BSE 200 - TRI,5000.0,1000.0
HSBC Managed Solutions India-Growth(IDCW),FoFs (Domestic) - Equity Oriented,0.99,12.7,8.64,1.56,54.41460794844253,41.472203157172274,47.59036144578313,47.119763259731755,44.827586206896555,6.474411723014584,88.78598994661918,56.963275668244805,9.208461538461538,-0.5684615384615377,426,8,Open ended,S&P BSE 200 - TRI,5000.0,1000.0
Sundaram Corp Bond Fund(Q-IDCW),Debt - Corporate Bond Fund,5.47,3.94,5.43,0.54,64.03866809881848,26.441317776252575,36.21545003543586,38.84785397035739,83.9080459770115,19.507374144582244,66.21223685932809,56.95399769426359,5.055423728813559,0.37457627118644066,428,8,Open ended,NIFTY Corporate Bond Index,5000.0,1000.0
HSBC Value Fund-Reg(IDCW),Equity - Value Fund,6.61,18.19,9.78,1.84,66.48764769065521,50.89224433768017,51.63004961020552,54.380227644537854,34.099616858237546,8.79876111622477,84.76009870303724,56.90504271258762,9.0436,0.7363999999999997,429,10,Open ended,NIFTY 500 - TRI,5000.0,1000.0
SBI Flexicap Fund-Reg(IDCW),Equity - Flexi Cap Fund,0.57,13.19,9.83,1.7,53.51235230934479,42.31297185998628,51.80722891566265,49.29997647769616,39.46360153256705,6.034269981757202,89.5483378050088,56.902973073242045,10.461,-0.6310000000000002,430,12,Open ended,S&P BSE 500 - TRI,1000.0,1000.0
Sundaram Banking & PSU Debt Fund(G),Debt - Banking and PSU Fund,4.62,3.06,4.24,0.38,62.21267454350161,24.931365820178453,31.998582565556344,35.92123593753203,90.03831417624522,19.80207433032214,65.7018011646266,56.89564680398397,4.9189795918367345,-0.6789795918367343,431,5,Open ended,NIFTY Banking and PSU Debt Index,5000.0,1000.0
SBI Flexicap Fund-Reg(G),Equity - Flexi Cap Fund,0.57,13.18,9.82,1.7,53.51235230934479,42.29581331503089,51.771793054571226,49.27711098366384,39.46360153256705,6.036479182913954,89.54451135636117,56.89058371406397,10.461,-0.641,432,13,Open ended,S&P BSE 500 - TRI,1000.0,1000.0
Aditya Birla SL Frontline Equity Fund(G),Equity - Large Cap Fund,3.48,14.55,9.98,1.75,59.76369495166487,44.64653397391902,52.338766832034025,51.51608259852569,37.54789272030652,7.558974356708177,86.90747236107117,56.87188256960727,10.044583333333334,-0.06458333333333321,433,9,Open ended,NIFTY 100 - TRI,1000.0,1000.0
Nippon India Floating Rate Fund(G),Debt - Floater Fund,5.33,3.93,5.82,0.6,63.737916219119214,26.42415923129719,37.597448618001415,39.47355532221371,81.60919540229885,19.150643603938242,66.83011228033502,56.84660458176532,5.277826086956522,0.5421739130434782,434,8,Open ended,NULL,5000.0,1000.0
Sundaram Corp Bond Fund(H-IDCW),Debt - Corporate Bond Fund,5.47,3.94,5.33,0.54,64.03866809881848,26.441317776252575,35.86109142452161,38.670674664900275,83.9080459770115,19.5630123536665,66.11586865435201,56.84131599029102,5.055423728813559,0.274576271186441,435,9,Open ended,NIFTY Corporate Bond Index,5000.0,1000.0
PGIM India Flexi Cap Fund-Reg(G),Equity - Flexi Cap Fund,-3.66,19.84,13.39,1.94,44.42534908700322,53.72340425531915,64.42239546420979,57.213288826101284,30.268199233716466,10.006698644850491,82.66788953108832,56.84066660425184,10.461,2.9290000000000003,436,14,Open ended,NIFTY 500 - TRI,5000.0,1000.0
SBI Long Term Equity Fund-Reg(IDCW),Equity - ELSS,9.0,17.18,9.9,1.73,71.6219119226638,49.159231297186004,52.055279943302615,55.09979174533987,38.31417624521072,12.218921158451,78.8362077398845,56.837491868943744,10.023387096774194,-0.12338709677419324,437,14,Open ended,S&P BSE 500 - TRI,1000.0,1000.0
PGIM India Flexi Cap Fund-Reg(IDCW),Equity - Flexi Cap Fund,-3.66,19.85,13.28,1.94,44.42534908700322,53.740562800274546,64.03260099220411,57.02353915358506,30.268199233716466,9.807680527202978,83.01259902248053,56.83196914084178,10.461,2.818999999999999,438,15,Open ended,NIFTY 500 - TRI,5000.0,1000.0
Sundaram Liquid Fund(G),Debt - Liquid Fund,5.21,3.98,3.18,0.28,63.48012889366272,26.50995195607413,28.242381289865342,34.77020201048745,93.86973180076627,20.862622679416074,63.864877540112616,56.818753340463445,4.42803738317757,-1.2480373831775702,439,101,Open ended,Nifty Liquid Fund Index,1000.0,1000.0
ICICI Pru Constant Maturity Gilt Fund(G),Debt - Gilt Fund with 10 year constant duration,5.73,2.15,4.99,0.39,64.59720730397423,23.369938229238162,34.65627214741318,37.258559003272886,89.65517241379311,21.305432197457023,63.097908956790604,56.81754984428237,3.985555555555555,1.0044444444444451,440,1,Open ended,NULL,5000.0,1000.0
Sundaram Banking & PSU Debt Fund(M-IDCW),Debt - Banking and PSU Fund,4.62,3.06,4.16,0.38,62.21267454350161,24.931365820178453,31.715095676824944,35.77949249316633,90.03831417624522,19.857900558807202,65.60510730049552,56.80060161576835,4.9189795918367345,-0.7589795918367344,441,6,Open ended,NIFTY Banking and PSU Debt Index,5000.0,1000.0
